application_id,score,pd,qaror,sabab,sabab_texnik,asosiy_omil,tavsiya_summa,limit,dti,pti,income_cv,scorecard_version
AP002674,627.4,0.04609,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 65% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 16% i; oxirgi oylarda daromadingiz o'sgan; barcha to'lovlardan keyin oyiga 3 379 691 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 627 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-11), Sarf intensivligi (chiqim/kirim) (-3). Ball 627, tavsiya etilgan limit 7 697 735 so'm.",Bank oqimi / deklaratsiya (-11 ball),7697735,0,0.214,0.0557,0.0346,v1
AP002675,658.3,0.016321,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 1 yil 3 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: oylik daromadingiz 7 589 133 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 7 356 847 so'm qoladi; bandlik turingiz (xususiy) barqaror daromad beradi. Nima qilish mumkin: Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.","Qo'lda ko'rib chiqish: Daromad juda o'zgaruvchan (CV 0.37) — barqarorlik past. Diqqat talab qiladigan omillar: Bank bilan tarix (oy) (-4), Naqd yechish ulushi (-1). Ball 658, tavsiya etilgan limit 7 460 423 so'm.",Bank bilan tarix (oy) (-4 ball),7460423,85300000,0.0306,0.0306,0.3748,v1
AP002676,635.9,0.034758,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 21 060 608 so'm ni to'liq bera olmaymiz, lekin 13 700 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 426 561 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; yangi kreditsiz ham qarz yukingiz past — daromadning 39% i; barcha to'lovlardan keyin oyiga 1 679 765 so'm qoladi. Nima qilish mumkin: So'rovni 13 700 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 56.0% — shift 50.0%; taklif: 13 700 000 so'm. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-7), Bank oqimi / deklaratsiya (-2). Ball 636, tavsiya etilgan limit 13 700 000 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),13700000,13700000,0.5596,0.1719,0.2251,v1
AP002677,605.7,0.093163,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 38 437 663 so'm ni to'liq bera olmaymiz, lekin 6 100 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 101 290 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; oylik daromadingiz 3 168 712 so'm — so'ralgan summa uchun kam; oila a'zosiga oyiga atigi 528 119 so'm to'g'ri keladi. Foydangizga ishladi: ish stajingiz uzoq — 10 yil 3 oy; bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: So'rovni 6 100 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 219.0% — shift 50.0%; taklif: 6 100 000 so'm; Yangi to'lov daromadning 219.0% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: To'lovlardan keyingi erkin pul (-15), Oylik daromad medianasi (-3). Ball 606, tavsiya etilgan limit 6 100 000 so'm.",To'lovlardan keyingi erkin pul (-15 ball),6100000,6100000,2.19,2.19,0.0158,v1
AP002678,566.0,0.288805,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 500% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 4.1 barobar. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; ish stajingiz uzoq — 11 yil; xarajatlaringiz daromadning 73% i — tejamkor. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 500.0% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 36.5% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 566.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,5.0,0.3655,0.0335,v1
AP002679,578.1,0.210587,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: kredit tarixingizda 95 kunlik kechikish bor. To'sqinlik qildi: o'tmishda 95 kunlik kechikish qayd etilgan; mavjud qarz qoldig'i yillik daromadingizdan 0.3 barobar; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (qurilish) barqaror daromad beradi; yangi kreditsiz ham qarz yukingiz past — daromadning 28% i; barcha to'lovlardan keyin oyiga 2 443 393 so'm qoladi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi. Kechikish yopilgandan keyin 12 oy toza to'lov tarixi to'plang, so'ng qayta murojaat qiling. Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.","Rad etildi: O'tmishda 95 kunlik kechikish (90+ kun — qattiq to'siq); Defolt ehtimoli 21.1% — shift 20.0%. Ballga eng ko'p salbiy ta'sir: O'tmishdagi maks. kechikish (kun) (-16 ball), Qarz qoldig'i / yillik daromad (-11 ball). Yakuniy ball 578.",O'tmishdagi maks. kechikish (kun) (-16 ball),0,0,0.454,0.1704,0.3739,v1
AP002680,634.3,0.036658,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: kredit tarixingizda 95 kunlik kechikish bor. To'sqinlik qildi: o'tmishda 95 kunlik kechikish qayd etilgan; daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 7% i; bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 66% i — tejamkor. Nima qilish mumkin: Kechikish yopilgandan keyin 12 oy toza to'lov tarixi to'plang, so'ng qayta murojaat qiling.","Rad etildi: O'tmishda 95 kunlik kechikish (90+ kun — qattiq to'siq); Yangi to'lov daromadning 41.1% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: O'tmishdagi maks. kechikish (kun) (-16 ball), Naqd yechish ulushi (-4 ball). Yakuniy ball 634.",O'tmishdagi maks. kechikish (kun) (-16 ball),0,0,0.4779,0.4113,0.0312,v1
AP002681,656.9,0.017107,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 17 880 231 so'm ni to'liq bera olmaymiz, lekin 15 800 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 2 852 521 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; bandlik turingiz (qurilish) barqaror daromad beradi; oylik daromadingiz 8 183 406 so'm — yetarli daraja. Nima qilish mumkin: So'rovni 15 800 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: Yangi to'lov daromadning 39.4% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Naqd yechish ulushi (-4). Ball 657, tavsiya etilgan limit 15 800 000 so'm.",Naqd yechish ulushi (-4 ball),15800000,15800000,0.4029,0.3945,0.0372,v1
AP002682,601.7,0.10541,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 1 yil; bankimiz bilan tarixingiz qisqa — 10 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 63% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 36% i; barcha to'lovlardan keyin oyiga 3 223 743 so'm qoladi; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Qo'lda ko'rib chiqish: Ball 602 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank bilan tarix (oy) (-4). Ball 602, tavsiya etilgan limit 8 244 912 so'm.",Ish staji (oy) (-15 ball),8244912,0,0.4257,0.0608,0.0213,v1
AP002683,603.3,0.100349,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 21 056 419 so'm ni to'liq bera olmaymiz, lekin 13 400 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 735 506 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oylik daromadingiz 2 108 740 so'm — so'ralgan summa uchun kam; bank hisobingizdagi tushum deklaratsiya bilan mos; oila a'zosiga oyiga atigi 351 457 so'm to'g'ri keladi. Foydangizga ishladi: oxirgi oylarda daromadingiz o'sgan; xarajatlaringiz daromadning 66% i — tejamkor; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: To'lov qobiliyatingiz 13 400 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 2 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 54.8% — shift 50.0%; taklif: 13 400 000 so'm; Yangi to'lov daromadning 54.8% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-11), Bank oqimi / deklaratsiya (-11). Ball 603, tavsiya etilgan limit 13 400 000 so'm.",Oylik daromad medianasi (-11 ball),13400000,0,0.5481,0.5481,0.0335,v1
AP002684,560.0,0.333144,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 136% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; oylik daromadingiz 1 977 016 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: oxirgi oylarda daromadingiz o'sgan; xarajatlaringiz daromadning 67% i — tejamkor; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Rad etildi: So'ralgan summada DTI 168.7% — shift 50.0%; to'lov qobiliyati qolmagan; Defolt ehtimoli 33.3% — shift 20.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 560.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,1.6868,0.3229,0.0275,v1
AP002685,638.1,0.032253,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 12 630 963 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 1 218 964 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: oylik daromadingiz 5 838 042 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 4 619 078 so'm qoladi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 638 (PD 3.2%), DTI 20.9% shift ichida. Asosiy ijobiy omillar: Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+8 ball), Daromad trendi (2-yarim/1-yarim) (+7 ball). Tasdiqlangan summa 12 630 963 so'm.",Bank oqimi / deklaratsiya (-11 ball),12630963,21100000,0.2088,0.2088,0.0279,v1
AP002686,586.1,0.16844,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 76% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 0.4 barobar. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 227.2% — shift 50.0%; to'lov qobiliyati qolmagan; Yangi to'lov daromadning 151.3% ini oladi — shift 35.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 586.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,2.2722,1.5129,0.0318,v1
AP002687,596.7,0.122808,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 103% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; mavjud qarz qoldig'i yillik daromadingizdan 0.4 barobar. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; bandlik turingiz (byudjet) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 121.0% — shift 50.0%; to'lov qobiliyati qolmagan. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 597.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,1.2096,0.1773,0.0301,v1
AP002688,528.2,0.600537,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirda doimiy ish joyingiz va muntazam daromadingiz yo'q. To'sqinlik qildi: bandlik turingiz (ishsiz) yuqori xavfli guruhda; ish stajingiz qisqa — atigi 0 oy; bankimiz bilan tarixingiz qisqa — 1 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 33% i; xarajatlaringiz daromadning 68% i — tejamkor; barcha to'lovlardan keyin oyiga 2 593 534 so'm qoladi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi. Rasmiy ish joyi va muntazam daromad tasdiqlangach murojaat qiling — bu asosiy shart.","Rad etildi: Bandlik holati: ishsiz — doimiy daromad manbai yo'q; So'ralgan summada DTI 50.1% — shift 50.0%; to'lov qobiliyati qolmagan. Ballga eng ko'p salbiy ta'sir: Bandlik turi (-68 ball), Ish staji (oy) (-15 ball). Yakuniy ball 528.",Bandlik turi (-68 ball),0,0,0.5008,0.1746,0.2156,v1
AP002689,646.6,0.024247,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 19 441 602 so'm ni to'liq bera olmaymiz, lekin 12 500 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 2 256 741 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: ish stajingiz uzoq — 11 yil 1 oy; oylik daromadingiz 6 461 197 so'm — yetarli daraja; bandlik turingiz (xususiy) barqaror daromad beradi. Nima qilish mumkin: So'rovni 12 500 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 54.3% — shift 50.0%; taklif: 12 500 000 so'm; Yangi to'lov daromadning 54.3% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Bank oqimi / deklaratsiya (-4), Sarf intensivligi (chiqim/kirim) (-2). Ball 647, tavsiya etilgan limit 12 500 000 so'm.",Bank oqimi / deklaratsiya (-4 ball),12500000,12500000,0.5432,0.5432,0.027,v1
AP002690,624.6,0.050651,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 11 oy; bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 65% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 7% i; bandlik turingiz (byudjet) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 625 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank oqimi / deklaratsiya (-11). Ball 625, tavsiya etilgan limit 20 323 910 so'm.",Ish staji (oy) (-15 ball),20323910,0,0.2242,0.1567,0.032,v1
AP002691,635.2,0.035556,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 8 969 216 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 865 583 so'm bo'ladi. To'sqinlik qildi: ish stajingiz qisqa — atigi 1 yil 9 oy. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; bandlik turingiz (byudjet) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 4 683 021 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 635 (PD 3.6%), DTI 15.6% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Bandlik turi (+11 ball), To'lovlardan keyingi erkin pul (+8 ball). Tasdiqlangan summa 8 969 216 so'm.",Ish staji (oy) (-15 ball),8969216,20100000,0.156,0.156,0.0297,v1
AP002692,633.8,0.037318,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 13 314 504 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 550 736 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: oylik daromadingiz 6 450 670 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 5 899 934 so'm qoladi; bandlik turingiz (qurilish) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 634 (PD 3.7%), DTI 8.5% shift ichida. Asosiy ijobiy omillar: Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 13 314 504 so'm.",Bank oqimi / deklaratsiya (-11 ball),13314504,54500000,0.0854,0.0854,0.0367,v1
AP002693,608.2,0.085864,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 9 oy; bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: bandlik turingiz (xususiy) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 4 235 692 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 608 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank oqimi / deklaratsiya (-4). Ball 608, tavsiya etilgan limit 26 037 430 so'm.",Ish staji (oy) (-15 ball),26037430,0,0.2027,0.2027,0.3014,v1
AP002694,645.4,0.025232,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 6 292 678 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 195 928 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 8% i; barcha to'lovlardan keyin oyiga 9 939 491 so'm qoladi; oylik daromadingiz 11 075 442 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 645 (PD 2.5%), DTI 10.3% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), To'lovlardan keyingi erkin pul (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 6 292 678 so'm.",Bank oqimi / deklaratsiya (-11 ball),6292678,124400000,0.1026,0.0177,0.2915,v1
AP002695,633.6,0.037496,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 25 152 051 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 783 130 so'm bo'ladi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: oylik daromadingiz 6 929 138 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 6 070 696 so'm qoladi; xarajatlaringiz daromadning 72% i — tejamkor. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 634 (PD 3.7%), DTI 12.4% shift ichida. Asosiy ijobiy omillar: Oylik daromad medianasi (+12 ball), To'lovlardan keyingi erkin pul (+9 ball), Sarf intensivligi (chiqim/kirim) (+5 ball). Tasdiqlangan summa 25 152 051 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),25152051,77800000,0.1239,0.113,0.3109,v1
